sample.id,media,strain,time.pt,replicate,ACE2,ACT1,ADR1,AGA2,AMN1,ASG7,ASH1,BAR1,BCY1,BEM3,BMH1,CAF40,CAT8,CCR4,CDC24,CDC25,CDC26,CDC28,CDC36,CDC39,CDC42,CLB2,CLB3,CLB6,CLN1,CLN2,CLN3,CTS1,CYR1,DCP1,DHH1,DIG1,DIG2,DIT1,DIT2,DMC1,DOM34,DSE2,EDC3,FBP1,FIT3,FKH1,FKH2,FLO10,FLO8,FUS1,FUS3,GAL83,GAP1,GCN1,GCN20,GCN4,GDH3,GIS1,GLN3,GPA1,GPA2,GPB1,GPB2,GPR1,HOG1,HOP1,HOT1,HSP150,HXK2,IME1,IME2,IME4,INO1,INO2,IPP1,IRA1,IRA2,ISC10,KAR5,KEM1,KGD2,KSS1,MATALPHA1,MATALPHA2,MCK1,MEI4,MEP2,MEP3,MET3,MF(ALPHA)1,MGA1,MIG1,MKS1,MOT2,MSB2,MSI1,MSN1,MSN2,MSN4,MUC1,NDT80,NPR1,NRG1,OSW1,PAT1,PBS2,PDA1,PDE1,PDE2,PGU1,PHD1,PIR3,PKH2,POP2,PRM1,PRM2,PRR1,PTP2,PTP3,RAS1,RAS2,RGA1,RGT1,RGT2,RIM101,RIM11,RIM13,RIM15,RIM21,RIM4,RIM8,RIM9,RME1,RPB4,RPB7,RTG1,RTG3,SCH9,SFL1,SFP1,SGA1,SHO1,SIP4,SIT4,SKO1,SMP1,SNF1,SNF3,SNF4,SOK2,SPO16,SPO19,SPS1,SPS100,SPS2,SPT3,SSK1,SSK2,SSP2,SST2,SSY5,STE11,STE12,STE18,STE2,STE20,STE3,STE4,STE5,STE50,STE7,STP1,STP2,SUM1,SWI4,SWI5,SWI6,TAP42,TEC1,TEP1,TIR1,TOR1,TOR2,TPK1,TPK2,TPK3,TUB4,UME6,URE2,WHI3,XBP1,YAK1,YPD1,YSW1,ZIP1
cmtc 143,YEPLD,575,72.0,e,70.83333,27340.41,3238.083,619.75,271.25,82.66666,1132.916,1081.166,6211.583,184.75,7806.333,468.0833,388.25,267.5833,651.25,349.9166,205.25,222.75,838.5,887.4166,1859.083,453.6666,212.0833,56.25,810.25,361.75,1533.25,2899.916,796.8333,200.0,1281.666,343.8333,50.33333,45.75,19.58333,26.66666,168.1666,247.9166,764.0,7460.416,5566.666,191.5833,134.6666,218.0833,159.25,37.41666,782.6666,432.25,590.25,402.9166,340.1666,10458.33,3916.25,1370.666,118.0833,358.0,684.1666,189.0,538.9166,408.0,930.5,27.58333,54.16666,16673.16,1166.75,89.16666,78.66666,11.25,1718.0,274.6666,8791.0,866.75,1634.0,215.1666,24.66666,564.8333,6793.666,253.6666,8.083333,244.25,1041.333,5.0,208.0833,604.8333,144.5,15.5,105.1666,108.9166,150.25,202.5833,4927.0,137.5,140.0,336.1666,368.8333,65083.5,17.16666,550.6666,529.5833,22.83333,374.0,236.5833,9396.916,519.1666,574.5,265.0833,91.0,11593.0,165.0,420.8333,18.5,13.08333,259.8333,255.8333,382.8333,231.1666,296.1666,66.83333,985.25,195.1666,1011.916,958.25,171.75,304.3333,460.4166,33.0,187.75,74.66666,441.6666,511.1666,821.0,220.25,179.3333,293.5833,638.5,501.8333,225.0,308.8333,2185.75,721.3333,250.75,62.33333,241.3333,704.5,488.1666,300.0,59.25,20.75,43.33333,21303.91,9.583333,131.3333,332.3333,162.0833,14.08333,284.5833,97.58333,197.75,262.5,445.1666,2035.333,324.3333,313.0,174.5,320.25,95.25,146.8333,482.0833,177.25,279.5833,142.5833,121.5833,125.6666,101.6666,413.1666,30.66666,154.0833,115.4166,156.9166,395.0,913.0833,128.6666,233.25,182.0,227.5,742.1666,2425.5,1216.083,289.0,34.83333,29.25
cmtc 159,YEPLD,575,96.0,e,40.33333,22219.75,2909.583,362.75,143.8333,58.0,554.3333,387.25,7769.166,151.9166,7311.416,436.3333,530.6666,208.25,537.5833,247.0833,158.0833,131.4166,677.9166,628.4166,1435.083,226.0,163.5833,34.08333,264.3333,186.0,914.5833,2538.666,826.1666,213.1666,1181.083,281.5,53.08333,78.0,27.91666,45.25,129.25,169.5833,747.5833,6767.0,5836.916,114.8333,122.5,352.5,96.25,15.83333,165.5833,358.25,786.25,341.1666,221.5,9738.416,5398.0,1890.833,139.8333,180.0,1019.0,125.25,706.8333,479.3333,456.1666,23.41666,66.58333,17063.33,338.0,177.5,85.91666,20.66666,1707.416,370.4166,5021.75,1113.333,2106.083,188.75,19.33333,576.0,3860.083,210.25,10.83333,325.25,877.6666,8.833333,203.3333,290.5833,168.0,11.91666,106.6666,91.33333,137.75,160.5,2321.166,175.4166,103.5,345.0,267.5,28868.58,22.08333,697.5833,848.6666,25.91666,223.0,171.1666,8450.0,601.9166,404.4166,196.6666,154.5,12508.66,253.1666,301.4166,18.08333,24.16666,191.5,317.25,427.0,257.6666,285.6666,59.91666,1068.583,142.0,1267.5,807.0,120.0833,380.1666,518.75,62.66666,211.5,117.0833,464.9166,568.5833,714.75,249.0833,219.0,333.5833,505.1666,398.25,235.0833,193.0833,3221.583,446.9166,187.5,74.33333,261.3333,663.0,294.75,492.1666,55.58333,38.08333,51.08333,48501.33,5.666666,127.4166,412.25,134.9166,14.08333,242.0,71.75,199.3333,215.9166,321.0,646.0,205.3333,309.5,88.0,201.8333,82.83333,149.9166,617.0833,231.0833,239.25,99.0,43.83333,92.66666,110.0,277.6666,31.66666,49.08333,148.5833,146.4166,586.5833,967.25,94.33333,136.5,183.0833,173.75,774.0833,4598.583,1596.416,274.0,68.66666,41.41666
cmtc 191,YEPLD,575,24.0,f,325.5,95666.58,2009.333,1585.75,713.8333,114.5,1799.833,6384.5,5702.75,895.25,26617.41,1553.416,240.1666,778.6666,2190.416,1140.333,310.75,1350.333,2076.833,3905.333,6958.166,1929.166,1156.333,443.0833,3053.75,1477.666,3741.833,2415.0,1521.75,1319.166,4998.833,1430.666,276.1666,39.91666,30.5,24.25,1092.0,143.0833,2495.5,2742.666,507.5,997.6666,562.0,135.9166,624.75,177.9166,1834.5,2145.416,316.0,2540.833,2662.0,19096.33,171.4166,1386.75,431.75,2232.75,616.3333,528.1666,660.4166,865.5,4200.0,22.66666,228.75,48901.5,29807.25,106.5833,159.3333,14.83333,552.8333,787.25,39638.41,1601.0,1663.0,492.25,65.5,3541.25,7716.25,1704.333,16.83333,670.0,3295.75,18.08333,255.25,883.75,358.25,12.0,96.75,602.25,571.5,910.8333,12026.58,578.25,496.5833,1197.25,401.1666,34935.25,33.41666,845.0833,542.8333,35.75,1287.583,795.75,15384.33,1035.333,1367.833,633.75,215.5833,1414.666,270.75,1461.25,122.5,21.0,923.5833,808.4166,855.4166,1304.416,1631.916,407.8333,1333.25,375.6666,1186.583,1169.0,299.4166,438.0,1019.333,28.58333,148.8333,203.75,368.3333,4014.833,2273.083,703.25,476.25,982.6666,1217.583,2106.25,79.58333,1396.75,344.9166,1969.166,967.4166,55.58333,1123.0,736.5833,1900.666,1490.0,191.0833,45.75,72.0,89.25,9.25,727.1666,949.0,589.25,50.33333,2963.0,449.6666,291.3333,1752.416,1265.583,10002.0,2050.25,535.1666,647.75,1048.75,283.3333,466.8333,1235.833,511.75,1680.75,679.0833,757.5,825.5,458.9166,1727.916,43.16666,2824.0,389.5833,418.9166,689.9166,814.4166,934.9166,1007.666,486.0,1107.0,2348.0,520.6666,1065.5,1771.583,61.16666,26.5
cmtc 207,YEPLD,575,48.0,f,154.6666,70647.16,3076.583,1074.083,403.8333,170.4166,1639.25,2402.5,9466.75,392.9166,17116.25,891.25,544.75,488.0,1050.0,540.3333,312.75,482.25,1389.416,1504.5,3617.333,761.0,373.0833,214.8333,1549.583,621.25,1462.583,2792.0,1260.0,457.8333,2075.416,652.4166,85.08333,47.91666,30.33333,37.41666,418.9166,204.5,1202.333,11941.41,3970.416,365.3333,163.8333,239.5,283.4166,64.5,914.8333,977.0,466.75,867.6666,948.5,15667.41,3306.5,1728.5,180.0,744.6666,835.5,330.5833,927.4166,680.8333,1882.666,20.41666,114.5,32768.16,8060.583,119.1666,71.16666,18.58333,2192.75,388.5833,20065.25,1178.333,2278.833,316.25,45.0,1330.666,10299.5,612.3333,7.416666,320.6666,1682.5,16.75,276.1666,720.3333,603.6666,22.75,93.25,211.9166,255.75,360.25,7198.083,297.5,264.3333,496.6666,554.0833,50803.66,26.16666,731.25,691.25,31.58333,627.5,355.5833,13418.41,859.8333,844.0,431.0833,146.5,8774.5,259.4166,801.5,35.0,15.66666,475.5,438.0833,561.1666,572.9166,512.1666,106.4166,1284.25,248.0,1368.333,1246.0,186.3333,444.75,666.6666,41.75,122.1666,131.8333,643.6666,1103.75,1297.083,379.75,311.25,427.8333,816.0833,883.6666,193.1666,526.75,1586.0,1157.75,345.5,78.66666,535.75,1026.416,1003.333,502.9166,99.83333,27.41666,51.58333,14326.91,11.58333,251.1666,565.5,334.6666,13.83333,793.5833,220.25,324.9166,522.5833,704.0833,5019.0,785.9166,453.1666,302.25,581.25,140.8333,267.75,904.5833,288.5,516.5,225.25,235.0,272.75,199.1666,673.0833,39.83333,1802.0,229.8333,292.0833,590.75,1430.666,279.25,411.1666,243.75,399.75,1216.083,2637.5,1953.583,773.25,56.25,24.91666
cmtc 223,YEPLD,575,72.0,f,78.66666,27340.41,3238.083,413.1666,220.25,82.66666,1370.666,985.25,5566.666,189.0,10458.33,408.0,441.6666,225.0,619.75,332.3333,159.25,241.3333,764.0,913.0833,1718.0,388.25,215.1666,70.83333,821.0,343.8333,1216.083,2899.916,838.5,265.0833,887.4166,340.1666,66.83333,45.75,30.66666,22.83333,279.5833,174.5,810.25,8791.0,6211.583,200.0,121.5833,195.1666,150.25,33.0,361.75,453.6666,482.0833,519.1666,501.8333,11593.0,4927.0,1166.75,156.9166,574.5,721.3333,187.75,796.8333,651.25,930.5,18.5,91.0,16673.16,1281.666,97.58333,59.25,13.08333,1634.0,293.5833,7806.333,958.25,2425.5,255.8333,24.66666,1132.916,6793.666,250.75,9.583333,395.0,866.75,11.25,182.0,564.8333,146.8333,14.08333,50.33333,128.6666,184.75,202.5833,3916.25,131.3333,137.5,236.5833,308.8333,65083.5,20.75,488.1666,468.0833,27.58333,320.25,231.1666,7460.416,511.1666,742.1666,212.0833,74.66666,9396.916,313.0,336.1666,17.16666,19.58333,247.9166,227.5,420.8333,244.25,349.9166,62.33333,1041.333,95.25,1081.166,684.1666,125.6666,259.8333,460.4166,43.33333,222.75,101.6666,590.25,1011.916,638.5,304.3333,154.0833,218.0833,432.25,368.8333,162.0833,233.25,2035.333,550.6666,205.25,34.83333,300.0,538.9166,374.0,296.1666,54.16666,15.5,37.41666,21303.91,5.0,165.0,284.5833,177.25,8.083333,289.0,105.1666,262.5,324.3333,402.9166,1859.083,529.5833,197.75,179.3333,253.6666,108.9166,144.5,604.8333,267.5833,274.6666,118.0833,171.75,134.6666,168.1666,445.1666,26.66666,89.16666,115.4166,140.0,358.0,782.6666,191.5833,208.0833,142.5833,271.25,704.5,2185.75,1533.25,382.8333,56.25,29.25
cmtc 239,YEPLD,575,96.0,f,82.83333,22219.75,3860.083,362.75,188.75,71.75,826.1666,706.8333,6767.0,149.9166,7311.416,370.4166,464.9166,193.0833,479.3333,261.3333,165.5833,191.5,628.4166,714.75,1435.083,301.4166,171.1666,43.83333,436.3333,221.5,1019.0,2909.583,747.5833,215.9166,1068.583,285.6666,55.58333,62.66666,23.41666,41.41666,183.0833,208.25,601.9166,8450.0,5021.75,169.5833,148.5833,253.1666,106.6666,27.91666,242.0,358.25,677.9166,341.1666,317.25,9738.416,5398.0,1596.416,131.4166,290.5833,807.0,143.8333,697.5833,492.1666,663.0,25.91666,78.0,17063.33,554.3333,122.5,88.0,15.83333,2106.083,321.0,5836.916,967.25,1890.833,187.5,31.66666,786.25,4598.583,163.5833,5.666666,294.75,877.6666,8.833333,175.4166,412.25,129.25,14.08333,58.0,85.91666,137.75,151.9166,2321.166,136.5,117.0833,264.3333,267.5,48501.33,18.08333,537.5833,617.0833,34.08333,277.6666,201.8333,7769.166,568.5833,345.0,186.0,66.58333,12508.66,223.0,281.5,20.66666,24.16666,160.5,247.0833,398.25,231.0833,325.25,51.08333,1113.333,103.5,1267.5,774.0833,134.9166,274.0,446.9166,53.08333,205.3333,92.66666,530.6666,848.6666,586.5833,239.25,168.0,249.0833,456.1666,387.25,203.3333,180.0,2538.666,505.1666,173.75,49.08333,210.25,518.75,338.0,309.5,40.33333,19.33333,59.91666,28868.58,11.91666,142.0,380.1666,154.5,10.83333,213.1666,74.33333,177.5,226.0,404.4166,1181.083,352.5,235.0833,125.25,199.3333,91.33333,99.0,576.0,219.0,211.5,96.25,94.33333,110.0,114.8333,333.5833,22.08333,68.66666,120.0833,139.8333,427.0,914.5833,127.4166,158.0833,146.4166,196.6666,646.0,3221.583,1707.416,257.6666,45.25,38.08333
cmtc 1,YPD,144,0.0,d,456.0,92196.66,334.5833,37.75,504.3333,21.33333,1429.166,17.41666,2647.666,863.0,16625.83,1790.083,73.66666,879.9166,1698.583,1383.5,533.3333,1133.5,1664.583,4033.166,6148.083,2691.75,1278.416,723.0,988.6666,1597.833,8138.75,9245.916,1028.666,1100.083,5326.166,944.5,352.75,92.66666,39.75,50.41666,1339.25,2098.75,2368.5,20.5,678.5833,1073.25,685.5,617.5833,450.75,15.66666,27.16666,1407.166,89.0,2944.0,2272.166,23685.08,117.6666,810.5833,303.5833,84.83333,555.4166,417.1666,358.4166,921.0,4335.916,154.8333,227.6666,33139.41,29840.08,104.0,193.1666,291.0,140.6666,471.1666,39212.33,1254.416,1457.75,691.8333,125.0833,2033.083,1752.916,788.6666,68.66666,443.0833,3646.833,45.33333,241.75,1959.083,438.0833,25.83333,185.9166,539.5,647.9166,847.0833,3401.083,665.9166,420.1666,1182.75,347.6666,45878.83,35.58333,657.25,387.0,12.08333,954.8333,744.6666,11997.25,317.9166,2233.166,177.5,1222.75,259.1666,309.5833,1005.5,54.91666,13.75,910.75,777.8333,570.5,1529.75,1204.083,463.25,962.9166,380.3333,904.0833,977.1666,283.9166,602.75,1017.666,18.91666,204.0833,213.5,133.0,1922.833,2159.666,410.0,393.8333,1119.666,1041.916,3139.5,23.0,1323.75,65.08333,2448.333,1157.833,251.4166,1058.916,340.6666,1853.583,1477.583,233.4166,298.3333,145.75,24.08333,7.583333,592.5,635.5833,547.5833,161.1666,515.0833,375.0833,275.9166,887.4166,30.08333,110.1666,1579.833,79.33333,42.16666,221.25,324.9166,362.0833,822.5,368.3333,1634.0,765.9166,427.6666,833.1666,404.3333,168.4166,57.91666,2542.416,487.4166,497.8333,269.0,523.75,709.5833,929.75,481.25,1296.083,2796.5,10.66666,582.8333,1828.333,208.8333,32.0
cmtc 17,YPD,144,24.0,d,451.9166,95400.58,2515.333,19.33333,434.3333,50.08333,2363.666,27.75,7105.583,1046.416,23451.33,1705.25,1135.333,749.25,1632.333,1434.166,481.25,1114.916,1648.666,2880.166,3764.25,1738.666,1169.333,381.6666,1415.333,1202.916,5179.583,10167.5,2311.75,1144.75,3946.416,1160.083,336.0,98.75,76.25,41.33333,1102.666,1919.75,2145.416,9040.25,4187.833,904.9166,373.4166,956.0,413.1666,25.16666,61.41666,1673.333,814.0833,2057.75,1767.833,19057.91,4376.666,2621.333,441.8333,93.5,1804.583,512.5,1389.916,1216.25,3632.25,251.75,177.3333,48158.58,30267.08,111.5833,145.8333,585.3333,531.5,518.5833,36076.83,1604.666,3064.75,360.5,102.1666,1824.25,6405.916,610.1666,46.33333,994.1666,2769.416,23.66666,645.9166,3423.916,890.0,21.0,186.5,948.3333,618.6666,914.6666,2176.75,602.75,638.3333,1304.0,2439.416,4694.666,30.83333,1262.166,1249.0,16.25,1091.833,734.6666,12478.25,827.3333,3234.583,164.75,2261.416,2216.5,573.0,1060.416,29.41666,13.25,1080.0,1030.0,629.1666,1236.083,2029.75,307.8333,1526.0,296.3333,1588.166,2678.25,343.3333,976.0,1353.916,231.6666,325.1666,261.6666,248.0,1949.833,1993.333,523.0833,706.8333,877.9166,936.8333,2556.083,136.25,762.25,850.6666,2092.166,1293.666,150.6666,1368.0,1489.25,1851.75,1472.5,198.1666,84.66666,68.25,726.8333,10.66666,671.6666,1010.333,695.0,44.16666,283.3333,468.0,389.5833,657.5833,33.75,206.3333,1323.333,122.75,37.75,129.5833,404.25,461.25,1277.0,591.3333,1340.416,795.1666,549.75,867.75,501.9166,221.5,54.83333,43366.5,539.5833,486.25,1562.583,2975.5,491.5833,776.3333,422.5,1187.166,2117.416,562.25,1897.166,1452.416,160.25,35.75
cmtc 33,YPD,144,48.0,d,78.83333,40365.83,2037.833,10.83333,177.5833,25.33333,838.0,16.91666,3903.083,352.9166,9368.166,637.0833,911.1666,273.4166,949.8333,488.3333,471.25,256.8333,1092.0,786.0,1797.5,387.3333,358.25,120.4166,319.5833,220.4166,8175.333,5393.083,772.4166,409.75,1702.833,646.8333,130.6666,147.6666,27.0,39.83333,478.9166,809.4166,880.75,11729.16,1933.0,226.0833,196.6666,333.75,210.75,28.58333,65.41666,758.25,1020.916,376.0833,797.0,13143.25,22177.5,2211.916,261.0833,71.25,1244.083,329.3333,867.5,890.5833,1476.5,144.5,89.5,26585.08,6205.5,92.58333,140.6666,251.9166,697.25,819.0833,10568.25,669.8333,3019.25,183.5,42.83333,520.1666,2360.333,200.25,56.25,602.5,1109.416,32.0,2516.25,2764.833,450.0833,12.58333,245.3333,511.3333,282.9166,309.1666,707.8333,390.25,313.5,727.5833,1371.833,15212.41,14.0,967.0,1065.416,23.41666,395.5833,304.5833,6640.583,627.5833,4314.333,136.0833,1534.083,2115.75,402.0833,503.0,15.5,19.5,293.5833,436.75,683.0833,454.8333,549.0833,152.75,1162.166,459.9166,1279.583,1135.333,188.5833,583.75,560.75,443.1666,279.3333,194.0833,248.0833,853.4166,939.5,371.9166,528.5,407.25,720.1666,1218.583,104.0,223.4166,464.5,1315.25,496.9166,124.3333,367.6666,994.0,744.6666,618.0,58.66666,49.16666,46.08333,1593.833,8.583333,362.4166,324.25,269.3333,5.5,97.5,382.3333,237.75,276.5,36.33333,180.3333,574.0,111.75,20.91666,164.4166,173.0833,286.6666,1042.333,430.75,423.5833,213.6666,158.4166,297.9166,240.9166,74.41666,29.83333,18324.83,232.1666,167.75,596.0,1446.083,207.4166,203.0833,345.25,414.8333,1182.333,540.5833,1632.416,339.4166,83.0,34.5
cmtc 49,YPD,144,72.0,d,64.33333,14367.66,1783.166,18.33333,126.8333,53.58333,651.9166,7.75,2098.166,298.0,7282.5,411.5833,619.25,228.0,804.0,353.3333,400.0833,176.25,730.1666,589.1666,1091.666,213.6666,218.4166,91.08333,197.0,129.0833,7847.583,3490.333,463.0833,173.1666,1287.083,574.25,76.0,123.5,23.0,22.0,195.0833,452.4166,694.0833,3077.333,1957.75,180.1666,144.0833,467.5,148.0,26.5,98.41666,481.8333,784.25,230.9166,425.25,10698.83,26627.16,2631.833,289.4166,38.66666,969.5833,274.1666,378.0,769.4166,1065.666,109.0,67.08333,22956.33,1710.666,87.58333,102.5833,131.8333,1036.083,793.6666,5769.75,493.25,8767.583,124.4166,50.91666,329.9166,2246.083,163.8333,28.25,247.75,561.6666,14.16666,6558.083,6924.583,256.25,24.33333,238.8333,520.3333,224.75,268.3333,534.5833,278.9166,235.5833,669.25,1168.666,31124.41,31.0,1130.833,877.0833,30.0,203.0,283.4166,4709.833,476.1666,4154.583,138.5,1338.583,2802.166,264.8333,346.3333,16.5,19.16666,182.5833,333.9166,645.25,309.75,216.0833,81.08333,1218.083,420.0833,1487.5,598.75,151.5833,503.25,323.6666,356.75,244.9166,154.4166,159.1666,294.5833,633.3333,315.3333,548.4166,370.6666,683.9166,932.4166,166.0833,137.25,394.75,1004.166,439.0,111.25,212.3333,714.5,340.1666,540.0833,46.58333,36.5,42.41666,1579.75,9.25,254.3333,191.0833,209.0833,10.83333,79.75,261.0833,185.75,156.8333,33.66666,94.75,302.3333,120.5,5.833333,170.6666,105.3333,205.9166,908.8333,362.8333,386.0,70.41666,59.66666,169.4166,107.1666,61.66666,25.41666,2545.333,200.8333,116.0833,271.0,751.4166,135.0,118.25,251.3333,221.5,861.5833,832.75,1639.25,188.4166,57.66666,20.5
cmtc 65,YPD,144,96.0,d,45.08333,7433.0,1180.583,26.33333,87.58333,10.66666,356.75,13.41666,1545.25,195.9166,4253.333,301.0833,288.8333,140.5833,492.0833,220.9166,269.8333,117.5833,554.5833,334.9166,716.0833,141.8333,129.75,40.66666,136.0833,92.58333,1420.5,2799.416,325.75,103.75,568.4166,350.5,69.58333,100.6666,21.75,22.66666,86.0,284.3333,462.4166,3544.5,2255.166,113.8333,94.25,835.3333,83.0,12.91666,77.16666,424.25,367.0833,187.1666,272.6666,12743.91,17930.0,1863.5,174.3333,20.33333,584.5,119.9166,262.5,526.0833,636.1666,53.58333,60.91666,8759.833,743.75,102.0833,49.66666,66.58333,1029.666,610.75,1724.5,438.0,3959.25,84.16666,24.66666,238.5833,3315.416,97.41666,17.41666,169.75,415.0,5.583333,4610.166,5186.333,130.8333,14.91666,197.75,309.5,149.5,157.0,431.25,209.8333,176.25,223.9166,664.3333,25713.58,15.66666,1075.75,536.5833,28.0,165.3333,163.25,1959.416,317.25,1667.083,112.6666,870.3333,5877.916,124.0,181.5833,8.75,9.833333,138.75,155.5833,478.9166,133.1666,91.33333,33.25,924.5,235.75,1306.166,387.0,95.75,244.0833,166.5833,250.8333,150.8333,108.9166,79.5,188.6666,346.0,275.5,373.25,207.0833,470.5,407.0833,145.3333,81.66666,501.6666,688.75,296.25,73.5,143.6666,399.5833,211.6666,229.3333,16.91666,11.75,38.33333,2051.666,3.833333,201.0833,147.5,121.3333,8.333333,63.08333,122.4166,89.5,127.6666,34.83333,30.41666,191.5833,105.0,6.75,74.83333,50.83333,99.16666,780.9166,218.25,172.0833,55.58333,57.66666,110.9166,42.5,72.16666,19.0,908.1666,134.8333,64.66666,184.4166,452.75,58.91666,106.5833,160.8333,152.9166,511.6666,955.4166,1233.0,114.8333,47.41666,36.83333
cmtc 81,YPD,144,0.0,e,417.1666,92196.66,283.9166,30.08333,487.4166,21.33333,2033.083,10.66666,2944.0,929.75,29840.08,1828.333,57.91666,887.4166,1579.833,1222.75,592.5,1339.25,1752.916,4033.166,6148.083,2233.166,1133.5,555.4166,977.1666,1296.083,9245.916,11997.25,1278.416,1429.166,5326.166,1383.5,317.9166,84.83333,25.83333,37.75,1407.166,1922.833,2542.416,39.75,833.1666,1182.75,657.25,456.0,362.0833,7.583333,65.08333,1477.583,154.8333,3401.083,2796.5,23685.08,110.1666,723.0,291.0,125.0833,691.8333,481.25,438.0833,847.0833,4335.916,227.6666,193.1666,39212.33,33139.41,185.9166,177.5,303.5833,140.6666,539.5,45878.83,1204.083,1254.416,547.5833,89.0,1959.083,1698.583,904.0833,68.66666,515.0833,3646.833,17.41666,204.0833,1853.583,380.3333,54.91666,233.4166,570.5,665.9166,921.0,3139.5,788.6666,410.0,1073.25,368.3333,2368.5,23.0,602.75,582.8333,27.16666,1100.083,765.9166,16625.83,352.75,2098.75,241.75,910.75,161.1666,324.9166,1119.666,32.0,24.08333,988.6666,810.5833,463.25,1529.75,1157.833,387.0,1058.916,347.6666,1028.666,1017.666,309.5833,523.75,879.9166,15.66666,251.4166,208.8333,117.6666,1790.083,2272.166,504.3333,420.1666,863.0,962.9166,2691.75,18.91666,1323.75,42.16666,2647.666,954.8333,275.9166,944.5,298.3333,1634.0,1457.75,259.1666,92.66666,145.75,13.75,12.08333,635.5833,822.5,533.3333,133.0,427.6666,393.8333,269.0,777.8333,45.33333,104.0,1664.583,73.66666,50.41666,221.25,358.4166,404.3333,744.6666,334.5833,1597.833,617.5833,471.1666,709.5833,375.0833,168.4166,79.33333,8138.75,443.0833,450.75,340.6666,647.9166,678.5833,1005.5,497.8333,1041.916,2448.333,20.5,685.5,2159.666,213.5,35.58333
cmtc 97,YPD,144,24.0,e,501.9166,95400.58,2515.333,16.25,486.25,68.25,2311.75,30.83333,6405.916,1046.416,19057.91,1851.75,1144.75,890.0,1767.833,1340.416,434.3333,1060.416,1588.166,3064.75,3764.25,1804.583,1080.0,413.1666,1489.25,1277.0,4694.666,10167.5,2176.75,867.75,4187.833,1323.333,336.0,111.5833,84.66666,27.75,814.0833,1949.833,2057.75,9040.25,7105.583,877.9166,468.0,976.0,389.5833,41.33333,35.75,1632.333,706.8333,2216.5,1824.25,23451.33,4376.666,2678.25,307.8333,122.75,1673.333,539.5833,1353.916,1236.083,3632.25,221.5,186.5,48158.58,30267.08,98.75,150.6666,491.5833,749.25,562.25,36076.83,1604.666,2363.666,343.3333,93.5,2029.75,5179.583,671.6666,54.83333,645.9166,3234.583,21.0,531.5,3423.916,948.3333,23.66666,177.3333,914.6666,629.1666,936.8333,2556.083,602.75,610.1666,1262.166,2092.166,3946.416,25.16666,1216.25,1202.916,13.25,1160.083,795.1666,12478.25,762.25,2621.333,160.25,1993.333,2439.416,591.3333,1114.916,19.33333,37.75,1169.333,1010.333,657.5833,1187.166,1705.25,283.3333,1562.583,404.25,1738.666,2769.416,451.9166,1030.0,1368.0,231.6666,373.4166,248.0,261.6666,1648.666,2261.416,512.5,638.3333,994.1666,1102.666,2880.166,129.5833,827.3333,956.0,2117.416,1249.0,136.25,1452.416,1526.0,1897.166,1415.333,206.3333,61.41666,76.25,904.9166,10.66666,585.3333,1135.333,695.0,46.33333,251.75,441.8333,325.1666,618.6666,29.41666,296.3333,1389.916,102.1666,33.75,145.8333,360.5,481.25,1293.666,549.75,1434.166,776.3333,518.5833,734.6666,381.6666,198.1666,44.16666,43366.5,523.0833,573.0,1472.5,2975.5,461.25,850.6666,422.5,1091.833,2145.416,726.8333,1919.75,1304.0,164.75,50.08333
cmtc 113,YPD,144,48.0,e,136.0833,40365.83,1933.0,34.5,173.0833,25.33333,1135.333,10.83333,5393.083,407.25,11729.16,602.5,1020.916,297.9166,911.1666,549.0833,459.9166,251.9166,1092.0,939.5,1593.833,511.3333,382.3333,140.6666,450.0833,223.4166,2764.833,6205.5,967.0,286.6666,1534.083,772.4166,167.75,120.4166,46.08333,49.16666,313.5,786.0,994.0,8175.333,2115.75,261.0833,232.1666,395.5833,226.0833,20.91666,92.58333,809.4166,637.0833,540.5833,727.5833,15212.41,26585.08,2037.833,269.3333,56.25,1315.25,309.1666,819.0833,867.5,1446.083,158.4166,111.75,22177.5,6640.583,65.41666,74.41666,245.3333,596.0,853.4166,13143.25,758.25,4314.333,180.3333,97.5,797.0,3903.083,196.6666,28.58333,387.3333,949.8333,8.583333,3019.25,2360.333,414.8333,27.0,177.5833,488.3333,362.4166,329.3333,697.25,409.75,376.0833,618.0,1244.083,10568.25,15.5,890.5833,838.0,19.5,402.0833,367.6666,9368.166,744.6666,2211.916,188.5833,1279.583,2516.25,390.25,423.5833,5.5,16.91666,352.9166,454.8333,560.75,436.75,583.75,164.4166,1162.166,282.9166,1476.5,1218.583,203.0833,496.9166,574.0,319.5833,240.9166,194.0833,276.5,683.0833,880.75,333.75,669.8333,371.9166,627.5833,1109.416,130.6666,237.75,339.4166,1371.833,520.1666,78.83333,464.5,1065.416,720.1666,528.5,71.25,39.83333,36.33333,1632.416,12.58333,358.25,293.5833,304.5833,14.0,104.0,248.0833,256.8333,200.25,29.83333,152.75,503.0,124.3333,23.41666,89.5,147.6666,345.25,1182.333,443.1666,478.9166,207.4166,144.5,279.3333,210.75,83.0,32.0,18324.83,273.4166,220.4166,646.8333,1702.833,213.6666,183.5,324.25,430.75,1042.333,707.8333,1797.5,471.25,58.66666,42.83333
